CvA term name	CvA term id	apply to CvA children terms	CvB term name	CvB term id	apply to CvB children terms	"is CvA CvB instance combination expected (NO-error, YES-ok, MAYBE-weird)"
      phage display 	MI:0084	FALSE	neutral component	MI:0497	FALSE	NO
      phage display 	MI:0084	FALSE	prey	MI:0498	FALSE	YES
      phage display 	MI:0084	FALSE	putative self	MI:0898	FALSE	NO
      phage display 	MI:0084	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
      phage display 	MI:0084	FALSE	self	MI:0503	FALSE	NO
      phage display 	MI:0084	FALSE	suppressed gene	MI:0582	FALSE	NO
      phage display 	MI:0084	FALSE	suppressor gene	MI:0581	FALSE	NO
      phage display 	MI:0084	FALSE	unspecified role	MI:0499	FALSE	MAYBE
       filamentous phage display 	MI:0048	FALSE	experimental role	MI:0495	FALSE	NO
       filamentous phage display 	MI:0048	FALSE	ancillary	MI:0684	FALSE	NO
       filamentous phage display 	MI:0048	FALSE	bait	MI:0496	FALSE	YES
       filamentous phage display 	MI:0048	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
       filamentous phage display 	MI:0048	FALSE	fluorescence donor	MI:0583	FALSE	NO
       filamentous phage display 	MI:0048	FALSE	neutral component	MI:0497	FALSE	NO
       filamentous phage display 	MI:0048	FALSE	prey	MI:0498	FALSE	YES
       filamentous phage display 	MI:0048	FALSE	putative self	MI:0898	FALSE	NO
       filamentous phage display 	MI:0048	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
       filamentous phage display 	MI:0048	FALSE	self	MI:0503	FALSE	NO
       filamentous phage display 	MI:0048	FALSE	suppressed gene	MI:0582	FALSE	NO
       filamentous phage display 	MI:0048	FALSE	suppressor gene	MI:0581	FALSE	NO
       filamentous phage display 	MI:0048	FALSE	unspecified role	MI:0499	FALSE	MAYBE
        p3 filamentous phage display 	MI:0899	FALSE	experimental role	MI:0495	FALSE	NO
        p3 filamentous phage display 	MI:0899	FALSE	ancillary	MI:0684	FALSE	NO
        p3 filamentous phage display 	MI:0899	FALSE	bait	MI:0496	FALSE	YES
        p3 filamentous phage display 	MI:0899	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
        p3 filamentous phage display 	MI:0899	FALSE	fluorescence donor	MI:0583	FALSE	NO
        p3 filamentous phage display 	MI:0899	FALSE	neutral component	MI:0497	FALSE	NO
        p3 filamentous phage display 	MI:0899	FALSE	prey	MI:0498	FALSE	YES
        p3 filamentous phage display 	MI:0899	FALSE	putative self	MI:0898	FALSE	NO
        p3 filamentous phage display 	MI:0899	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
        p3 filamentous phage display 	MI:0899	FALSE	self	MI:0503	FALSE	NO
        p3 filamentous phage display 	MI:0899	FALSE	suppressed gene	MI:0582	FALSE	NO
        p3 filamentous phage display 	MI:0899	FALSE	suppressor gene	MI:0581	FALSE	NO
        p3 filamentous phage display 	MI:0899	FALSE	unspecified role	MI:0499	FALSE	MAYBE
        p8 filamentous phage display 	MI:0900	FALSE	experimental role	MI:0495	FALSE	NO
        p8 filamentous phage display 	MI:0900	FALSE	ancillary	MI:0684	FALSE	NO
        p8 filamentous phage display 	MI:0900	FALSE	bait	MI:0496	FALSE	YES
        p8 filamentous phage display 	MI:0900	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
        p8 filamentous phage display 	MI:0900	FALSE	fluorescence donor	MI:0583	FALSE	NO
        p8 filamentous phage display 	MI:0900	FALSE	neutral component	MI:0497	FALSE	NO
        p8 filamentous phage display 	MI:0900	FALSE	prey	MI:0498	FALSE	YES
        p8 filamentous phage display 	MI:0900	FALSE	putative self	MI:0898	FALSE	NO
        p8 filamentous phage display 	MI:0900	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
        p8 filamentous phage display 	MI:0900	FALSE	self	MI:0503	FALSE	NO
        p8 filamentous phage display 	MI:0900	FALSE	suppressed gene	MI:0582	FALSE	NO
        p8 filamentous phage display 	MI:0900	FALSE	suppressor gene	MI:0581	FALSE	NO
        p8 filamentous phage display 	MI:0900	FALSE	unspecified role	MI:0499	FALSE	MAYBE
       lambda phage display 	MI:0066	FALSE	experimental role	MI:0495	FALSE	NO
       lambda phage display 	MI:0066	FALSE	ancillary	MI:0684	FALSE	NO
       lambda phage display 	MI:0066	FALSE	bait	MI:0496	FALSE	YES
       lambda phage display 	MI:0066	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
       lambda phage display 	MI:0066	FALSE	fluorescence donor	MI:0583	FALSE	NO
       lambda phage display 	MI:0066	FALSE	neutral component	MI:0497	FALSE	NO
       lambda phage display 	MI:0066	FALSE	prey	MI:0498	FALSE	YES
       lambda phage display 	MI:0066	FALSE	putative self	MI:0898	FALSE	NO
       lambda phage display 	MI:0066	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
       lambda phage display 	MI:0066	FALSE	self	MI:0503	FALSE	NO
       lambda phage display 	MI:0066	FALSE	suppressed gene	MI:0582	FALSE	NO
       lambda phage display 	MI:0066	FALSE	suppressor gene	MI:0581	FALSE	NO
       lambda phage display 	MI:0066	FALSE	unspecified role	MI:0499	FALSE	MAYBE
       t7 phage display 	MI:0108	FALSE	experimental role	MI:0495	FALSE	NO
       t7 phage display 	MI:0108	FALSE	ancillary	MI:0684	FALSE	NO
       t7 phage display 	MI:0108	FALSE	bait	MI:0496	FALSE	YES
       t7 phage display 	MI:0108	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
       t7 phage display 	MI:0108	FALSE	fluorescence donor	MI:0583	FALSE	NO
       t7 phage display 	MI:0108	FALSE	neutral component	MI:0497	FALSE	NO
       t7 phage display 	MI:0108	FALSE	prey	MI:0498	FALSE	YES
       t7 phage display 	MI:0108	FALSE	putative self	MI:0898	FALSE	NO
       t7 phage display 	MI:0108	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
       t7 phage display 	MI:0108	FALSE	self	MI:0503	FALSE	NO
       t7 phage display 	MI:0108	FALSE	suppressed gene	MI:0582	FALSE	NO
       t7 phage display 	MI:0108	FALSE	suppressor gene	MI:0581	FALSE	NO
       t7 phage display 	MI:0108	FALSE	unspecified role	MI:0499	FALSE	MAYBE
      ribosome display 	MI:0098	FALSE	experimental role	MI:0495	FALSE	NO
      ribosome display 	MI:0098	FALSE	ancillary	MI:0684	FALSE	NO
      ribosome display 	MI:0098	FALSE	bait	MI:0496	FALSE	YES
      ribosome display 	MI:0098	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
      ribosome display 	MI:0098	FALSE	fluorescence donor	MI:0583	FALSE	NO
      ribosome display 	MI:0098	FALSE	neutral component	MI:0497	FALSE	NO
      ribosome display 	MI:0098	FALSE	prey	MI:0498	FALSE	YES
      ribosome display 	MI:0098	FALSE	putative self	MI:0898	FALSE	NO
      ribosome display 	MI:0098	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
      ribosome display 	MI:0098	FALSE	self	MI:0503	FALSE	NO
      ribosome display 	MI:0098	FALSE	suppressed gene	MI:0582	FALSE	NO
      ribosome display 	MI:0098	FALSE	suppressor gene	MI:0581	FALSE	NO
      ribosome display 	MI:0098	FALSE	unspecified role	MI:0499	FALSE	MAYBE
      yeast display 	MI:0115	FALSE	experimental role	MI:0495	FALSE	NO
      yeast display 	MI:0115	FALSE	ancillary	MI:0684	FALSE	NO
      yeast display 	MI:0115	FALSE	bait	MI:0496	FALSE	YES
      yeast display 	MI:0115	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
      yeast display 	MI:0115	FALSE	fluorescence donor	MI:0583	FALSE	NO
      yeast display 	MI:0115	FALSE	neutral component	MI:0497	FALSE	NO
      yeast display 	MI:0115	FALSE	prey	MI:0498	FALSE	YES
      yeast display 	MI:0115	FALSE	putative self	MI:0898	FALSE	NO
      yeast display 	MI:0115	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
      yeast display 	MI:0115	FALSE	self	MI:0503	FALSE	NO
      yeast display 	MI:0115	FALSE	suppressed gene	MI:0582	FALSE	NO
      yeast display 	MI:0115	FALSE	suppressor gene	MI:0581	FALSE	NO
      yeast display 	MI:0115	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     proximity enzyme linked immunosorbent assay 	MI:0813	FALSE	experimental role	MI:0495	FALSE	NO
     proximity enzyme linked immunosorbent assay 	MI:0813	FALSE	ancillary	MI:0684	FALSE	NO
     proximity enzyme linked immunosorbent assay 	MI:0813	FALSE	bait	MI:0496	FALSE	YES
     proximity enzyme linked immunosorbent assay 	MI:0813	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     proximity enzyme linked immunosorbent assay 	MI:0813	FALSE	fluorescence donor	MI:0583	FALSE	NO
     proximity enzyme linked immunosorbent assay 	MI:0813	FALSE	neutral component	MI:0497	FALSE	NO
     proximity enzyme linked immunosorbent assay 	MI:0813	FALSE	prey	MI:0498	FALSE	YES
     proximity enzyme linked immunosorbent assay 	MI:0813	FALSE	putative self	MI:0898	FALSE	NO
     proximity enzyme linked immunosorbent assay 	MI:0813	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     proximity enzyme linked immunosorbent assay 	MI:0813	FALSE	self	MI:0503	FALSE	NO
     proximity enzyme linked immunosorbent assay 	MI:0813	FALSE	suppressed gene	MI:0582	FALSE	NO
     proximity enzyme linked immunosorbent assay 	MI:0813	FALSE	suppressor gene	MI:0581	FALSE	NO
     proximity enzyme linked immunosorbent assay 	MI:0813	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     saturation binding 	MI:0440	FALSE	experimental role	MI:0495	FALSE	NO
     saturation binding 	MI:0440	FALSE	ancillary	MI:0684	FALSE	NO
     saturation binding 	MI:0440	FALSE	bait	MI:0496	FALSE	YES	?
     saturation binding 	MI:0440	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     saturation binding 	MI:0440	FALSE	fluorescence donor	MI:0583	FALSE	NO
     saturation binding 	MI:0440	FALSE	neutral component	MI:0497	FALSE	YES	?
     saturation binding 	MI:0440	FALSE	prey	MI:0498	FALSE	YES	?
     saturation binding 	MI:0440	FALSE	putative self	MI:0898	FALSE	NO
     saturation binding 	MI:0440	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     saturation binding 	MI:0440	FALSE	self	MI:0503	FALSE	NO
     saturation binding 	MI:0440	FALSE	suppressed gene	MI:0582	FALSE	NO
     saturation binding 	MI:0440	FALSE	suppressor gene	MI:0581	FALSE	NO
     saturation binding 	MI:0440	FALSE	unspecified role	MI:0499	FALSE	MAYBE	?
     solid phase assay 	MI:0892	FALSE	experimental role	MI:0495	FALSE	NO
     solid phase assay 	MI:0892	FALSE	ancillary	MI:0684	FALSE	NO
     solid phase assay 	MI:0892	FALSE	bait	MI:0496	FALSE	YES
     solid phase assay 	MI:0892	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     solid phase assay 	MI:0892	FALSE	fluorescence donor	MI:0583	FALSE	NO
     solid phase assay 	MI:0892	FALSE	neutral component	MI:0497	FALSE	NO
     solid phase assay 	MI:0892	FALSE	prey	MI:0498	FALSE	YES
     solid phase assay 	MI:0892	FALSE	putative self	MI:0898	FALSE	NO
     solid phase assay 	MI:0892	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     solid phase assay 	MI:0892	FALSE	self	MI:0503	FALSE	NO
     solid phase assay 	MI:0892	FALSE	suppressed gene	MI:0582	FALSE	NO
     solid phase assay 	MI:0892	FALSE	suppressor gene	MI:0581	FALSE	NO
     solid phase assay 	MI:0892	FALSE	unspecified role	MI:0499	FALSE	MAYBE
      electrophoretic mobility shift assay 	MI:0413	FALSE	experimental role	MI:0495	FALSE	NO
      electrophoretic mobility shift assay 	MI:0413	FALSE	ancillary	MI:0684	FALSE	YES	?
      electrophoretic mobility shift assay 	MI:0413	FALSE	bait	MI:0496	FALSE	YES	?
      electrophoretic mobility shift assay 	MI:0413	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
      electrophoretic mobility shift assay 	MI:0413	FALSE	fluorescence donor	MI:0583	FALSE	NO
      electrophoretic mobility shift assay 	MI:0413	FALSE	neutral component	MI:0497	FALSE	YES	?
      electrophoretic mobility shift assay 	MI:0413	FALSE	prey	MI:0498	FALSE	YES	?
      electrophoretic mobility shift assay 	MI:0413	FALSE	putative self	MI:0898	FALSE	NO
      electrophoretic mobility shift assay 	MI:0413	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
      electrophoretic mobility shift assay 	MI:0413	FALSE	self	MI:0503	FALSE	NO
      electrophoretic mobility shift assay 	MI:0413	FALSE	suppressed gene	MI:0582	FALSE	NO
      electrophoretic mobility shift assay 	MI:0413	FALSE	suppressor gene	MI:0581	FALSE	NO
      electrophoretic mobility shift assay 	MI:0413	FALSE	unspecified role	MI:0499	FALSE	MAYBE	?
       electrophoretic mobility supershift assay 	MI:0412	FALSE	experimental role	MI:0495	FALSE	NO
       electrophoretic mobility supershift assay 	MI:0412	FALSE	ancillary	MI:0684	FALSE	YES	?
       electrophoretic mobility supershift assay 	MI:0412	FALSE	bait	MI:0496	FALSE	YES	?
       electrophoretic mobility supershift assay 	MI:0412	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
       electrophoretic mobility supershift assay 	MI:0412	FALSE	fluorescence donor	MI:0583	FALSE	NO
       electrophoretic mobility supershift assay 	MI:0412	FALSE	neutral component	MI:0497	FALSE	YES	?
       electrophoretic mobility supershift assay 	MI:0412	FALSE	prey	MI:0498	FALSE	YES	?
       electrophoretic mobility supershift assay 	MI:0412	FALSE	putative self	MI:0898	FALSE	NO
       electrophoretic mobility supershift assay 	MI:0412	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
       electrophoretic mobility supershift assay 	MI:0412	FALSE	self	MI:0503	FALSE	NO
       electrophoretic mobility supershift assay 	MI:0412	FALSE	suppressed gene	MI:0582	FALSE	NO
       electrophoretic mobility supershift assay 	MI:0412	FALSE	suppressor gene	MI:0581	FALSE	NO
       electrophoretic mobility supershift assay 	MI:0412	FALSE	unspecified role	MI:0499	FALSE	MAYBE
      enzyme linked immunosorbent assay 	MI:0411	FALSE	experimental role	MI:0495	FALSE	NO
      enzyme linked immunosorbent assay 	MI:0411	FALSE	ancillary	MI:0684	FALSE	NO
      enzyme linked immunosorbent assay 	MI:0411	FALSE	bait	MI:0496	FALSE	YES	?
      enzyme linked immunosorbent assay 	MI:0411	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
      enzyme linked immunosorbent assay 	MI:0411	FALSE	fluorescence donor	MI:0583	FALSE	NO
      enzyme linked immunosorbent assay 	MI:0411	FALSE	neutral component	MI:0497	FALSE	YES	?
      enzyme linked immunosorbent assay 	MI:0411	FALSE	prey	MI:0498	FALSE	YES	?
      enzyme linked immunosorbent assay 	MI:0411	FALSE	putative self	MI:0898	FALSE	NO
      enzyme linked immunosorbent assay 	MI:0411	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
      enzyme linked immunosorbent assay 	MI:0411	FALSE	self	MI:0503	FALSE	NO
      enzyme linked immunosorbent assay 	MI:0411	FALSE	suppressed gene	MI:0582	FALSE	NO
      enzyme linked immunosorbent assay 	MI:0411	FALSE	suppressor gene	MI:0581	FALSE	NO
      enzyme linked immunosorbent assay 	MI:0411	FALSE	unspecified role	MI:0499	FALSE	MAYBE	?
      far western blotting 	MI:0047	FALSE	experimental role	MI:0495	FALSE	NO
      far western blotting 	MI:0047	FALSE	ancillary	MI:0684	FALSE	MAYBE
      far western blotting 	MI:0047	FALSE	bait	MI:0496	FALSE	YES
      far western blotting 	MI:0047	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
      far western blotting 	MI:0047	FALSE	fluorescence donor	MI:0583	FALSE	NO
      far western blotting 	MI:0047	FALSE	neutral component	MI:0497	FALSE	NO
      far western blotting 	MI:0047	FALSE	prey	MI:0498	FALSE	YES
      far western blotting 	MI:0047	FALSE	putative self	MI:0898	FALSE	NO
      far western blotting 	MI:0047	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
      far western blotting 	MI:0047	FALSE	self	MI:0503	FALSE	NO
      far western blotting 	MI:0047	FALSE	suppressed gene	MI:0582	FALSE	NO
      far western blotting 	MI:0047	FALSE	suppressor gene	MI:0581	FALSE	NO
      far western blotting 	MI:0047	FALSE	unspecified role	MI:0499	FALSE	MAYBE
      filter binding 	MI:0049	FALSE	experimental role	MI:0495	FALSE	NO
      filter binding 	MI:0049	FALSE	ancillary	MI:0684	FALSE	NO
      filter binding 	MI:0049	FALSE	bait	MI:0496	FALSE	YES
      filter binding 	MI:0049	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
      filter binding 	MI:0049	FALSE	fluorescence donor	MI:0583	FALSE	NO
      filter binding 	MI:0049	FALSE	neutral component	MI:0497	FALSE	NO
      filter binding 	MI:0049	FALSE	prey	MI:0498	FALSE	YES
      filter binding 	MI:0049	FALSE	putative self	MI:0898	FALSE	NO
      filter binding 	MI:0049	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
      filter binding 	MI:0049	FALSE	self	MI:0503	FALSE	NO
      filter binding 	MI:0049	FALSE	suppressed gene	MI:0582	FALSE	NO
      filter binding 	MI:0049	FALSE	suppressor gene	MI:0581	FALSE	NO
      filter binding 	MI:0049	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     systematic evolution of ligands by exponential enrichment 	MI:0657	FALSE	experimental role	MI:0495	FALSE	NO
     systematic evolution of ligands by exponential enrichment 	MI:0657	FALSE	ancillary	MI:0684	FALSE	NO
     systematic evolution of ligands by exponential enrichment 	MI:0657	FALSE	bait	MI:0496	FALSE	YES
     systematic evolution of ligands by exponential enrichment 	MI:0657	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     systematic evolution of ligands by exponential enrichment 	MI:0657	FALSE	fluorescence donor	MI:0583	FALSE	NO
     systematic evolution of ligands by exponential enrichment 	MI:0657	FALSE	neutral component	MI:0497	FALSE	NO
     systematic evolution of ligands by exponential enrichment 	MI:0657	FALSE	prey	MI:0498	FALSE	YES
     systematic evolution of ligands by exponential enrichment 	MI:0657	FALSE	putative self	MI:0898	FALSE	NO
     systematic evolution of ligands by exponential enrichment 	MI:0657	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     systematic evolution of ligands by exponential enrichment 	MI:0657	FALSE	self	MI:0503	FALSE	NO
     systematic evolution of ligands by exponential enrichment 	MI:0657	FALSE	suppressed gene	MI:0582	FALSE	NO
     systematic evolution of ligands by exponential enrichment 	MI:0657	FALSE	suppressor gene	MI:0581	FALSE	NO
     systematic evolution of ligands by exponential enrichment 	MI:0657	FALSE	unspecified role	MI:0499	FALSE	MAYBE
    chromatography technology 	MI:0091	FALSE	experimental role	MI:0495	FALSE	NO
    chromatography technology 	MI:0091	FALSE	ancillary	MI:0684	FALSE	NO
    chromatography technology 	MI:0091	FALSE	bait	MI:0496	FALSE	YES
    chromatography technology 	MI:0091	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
    chromatography technology 	MI:0091	FALSE	fluorescence donor	MI:0583	FALSE	NO
    chromatography technology 	MI:0091	FALSE	neutral component	MI:0497	FALSE	YES
    chromatography technology 	MI:0091	FALSE	prey	MI:0498	FALSE	YES
    chromatography technology 	MI:0091	FALSE	putative self	MI:0898	FALSE	NO
    chromatography technology 	MI:0091	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
    chromatography technology 	MI:0091	FALSE	self	MI:0503	FALSE	NO
    chromatography technology 	MI:0091	FALSE	suppressed gene	MI:0582	FALSE	NO
    chromatography technology 	MI:0091	FALSE	suppressor gene	MI:0581	FALSE	NO
    chromatography technology 	MI:0091	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     ion exchange chromatography 	MI:0226	FALSE	experimental role	MI:0495	FALSE	NO
     ion exchange chromatography 	MI:0226	FALSE	ancillary	MI:0684	FALSE	NO
     ion exchange chromatography 	MI:0226	FALSE	bait	MI:0496	FALSE	NO
     ion exchange chromatography 	MI:0226	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     ion exchange chromatography 	MI:0226	FALSE	fluorescence donor	MI:0583	FALSE	NO
     ion exchange chromatography 	MI:0226	FALSE	neutral component	MI:0497	FALSE	YES
     ion exchange chromatography 	MI:0226	FALSE	prey	MI:0498	FALSE	NO
     ion exchange chromatography 	MI:0226	FALSE	putative self	MI:0898	FALSE	NO
     ion exchange chromatography 	MI:0226	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     ion exchange chromatography 	MI:0226	FALSE	self	MI:0503	FALSE	NO
     ion exchange chromatography 	MI:0226	FALSE	suppressed gene	MI:0582	FALSE	NO
     ion exchange chromatography 	MI:0226	FALSE	suppressor gene	MI:0581	FALSE	NO
     ion exchange chromatography 	MI:0226	FALSE	unspecified role	MI:0499	FALSE	MAYBE
